Level	Rule Name	Subject	Property	Value
INFO	lowercase_definition	OAE:0000806	IAO:0000115	a skin AE that has an outcome of a burn due to chemicals on the skin
INFO	lowercase_definition	OAE:0000807	IAO:0000115	a discomfort AE that has an outcome of pain in the chest
INFO	lowercase_definition	OAE:0000809	IAO:0000115	a progressive tumor AE that has an outcome of multiple, malignant, localized green masses of abnormal cells, usually myeloblasts, especially beneath the periosteum of the skull, spine and ribs
INFO	lowercase_definition	OAE:0000810	IAO:0000115	a digestive system AE that has an outcome of infection in the common bile duct, usually by bacterial infection
INFO	lowercase_definition	OAE:0000811	IAO:0000115	a liver/biliary system AE that has an outcome of a condition in which the flow of bile from the liver is slowed or blocked
INFO	lowercase_definition	OAE:0000812	IAO:0000115	an adverse event that has an outcome of calcium crystals of calcium pyrophosphate dihydrate accumulated in the connective tissues of the patient
INFO	lowercase_definition	OAE:0000813	IAO:0000115	a cytogenetic investigation result abnormal AE that has an outcome of an abnormal chromosome pattern
INFO	lowercase_definition	OAE:0000814	IAO:0000115	a peripheral neuropathy AE which has an outcome of a chemotherapy-induced neuropathy that affects nerves of the peripheral nervous system (PNS)
INFO	lowercase_definition	OAE:0000815	IAO:0000115	a hematopoietic system AE that has an outcome of cancer of the white blood cells characterized by increased and unregulated growth of myeloid cells in the bone marrow
INFO	lowercase_definition	OAE:0000816	IAO:0000115	a hematopoietic system AE that has an outcome of cancer of the white blood cells characterized by the increased and unregulated growth of predominantly myeloid cells in the bone marrow and the accumulation of these cells in the blood. May transform from chronic myeloid leukaemia to acute myeloid leukaemia
INFO	lowercase_definition	OAE:0000817	IAO:0000115	a lung disorder AE that has an outcome of breathing difficulty with two main forms: chronic bronchitis and emphysema
INFO	lowercase_definition	OAE:0000818	IAO:0000115	a respiratory system AE that results in inadequate gas exchange by the respiratory system
INFO	lowercase_definition	OAE:0000819	IAO:0000115	a respiratory system AE that has an outcome of inflammation in the cavities around the nasal passages
INFO	lowercase_definition	OAE:0000820	IAO:0000115	a lung disorder AE that has an outcome of lymphatic fluid accumulating in the pleural cavity, the space between two pleura of the lungs
INFO	lowercase_definition	OAE:0000821	IAO:0000115	a cardiovascular disorder AE that has an outcome of insufficient circulation without congestive heart failure
INFO	lowercase_definition	OAE:0000822	IAO:0000115	a bacterial infection AE that has an outcome of invasion  by  anaerobic bacteria of the genus Clostridium, can cause tetanus and botulism
INFO	lowercase_definition	OAE:0000823	IAO:0000115	a digestive system AE that has an outcome of bacterial infection by clostridium difficile colitis, commonly results in diarrhea and colitis
INFO	lowercase_definition	OAE:0000824	IAO:0000115	a coagulation factor v level abnormal AE that has an outcome of a decreased level of the factor V protein in the coagulation system of the body
INFO	lowercase_definition	OAE:0000825	IAO:0000115	an inflammation AE that occurs at the large intestine
INFO	lowercase_definition	OAE:0000826	IAO:0000115	a lung disorder AE that has an outcome of a collapsed lung, refering to the space between the wall of the chest cavity and the lung filling with air, causing all or a portion of the lung to collapse
INFO	lowercase_definition	OAE:0000827	IAO:0000115	a tumor AE that has an outcome of cancer that starts in the large intestine or the rectum
INFO	lowercase_definition	OAE:0000828	IAO:0000115	a colon AE that has an outcome of cancerous cells spreading to the colon
INFO	lowercase_definition	OAE:0000829	IAO:0000115	a colon cancer AE that has an outcome of colon cancer at stage IV
INFO	lowercase_definition	OAE:0000830	IAO:0000115	a digestive system AE that has an outcome of cancer that starts in the large intestine or rectum.
INFO	lowercase_definition	OAE:0000831	IAO:0000115	a digestive system AE that has an outcome of cancer in the large intestine and the rectum. When metastatic, the cancer has already spead to distant sites and is considered stage IV.
INFO	lowercase_definition	OAE:0000832	IAO:0000115	an imaging investigation result abnormal AE that has an abnormal result of an imaging method in which a cross-sectional image of the structures in a body plane is reconstructed by a computer program from the x-ray absorption of beams projected through the body in the image plane
INFO	lowercase_definition	OAE:0000833	IAO:0000115	an adverse event that has an outcome of progression of underlying conditions that may affect drug distribution or metabolism
INFO	lowercase_definition	OAE:0000834	IAO:0000115	an adverse event that has an outcome of condition that worsens
INFO	lowercase_definition	OAE:0000835	IAO:0000115	a congenital abnormality AE that has an outcome of an abnormality in heart which is present at birth
INFO	lowercase_definition	OAE:0000836	IAO:0000115	a cardiomyopathy AE that is characterized by the walls of the heart chambers stretching to hold a greater volume of blood than normal
INFO	lowercase_definition	OAE:0000837	IAO:0000115	an eye disorder AE that has an outcome of a problem involving the insides of the patient's eyelids
INFO	lowercase_definition	OAE:0000838	IAO:0000115	a hemorrhage AE that has an outcome of a bright hemorrhagic patch on the bulbar conjunctiva caused by rupture and bleeding of a superficial small capillary due to increased pressure
INFO	lowercase_definition	OAE:0000839	IAO:0000115	an adverse event that has an outcome of disease in the biological tissue that supports, binds together and protects organs
INFO	lowercase_definition	OAE:0000840	IAO:0000115	an eye disorder AE that has a result of the inability to use contact lenses
INFO	lowercase_definition	OAE:0000841	IAO:0000115	a hematology investigation result abnormal AE that has an outcome of a positive coombs test, which is a blood test that identifies the causes of anemia
INFO	lowercase_definition	OAE:0000842	IAO:0000115	a behavior and neurological AE that results in a loss of coordination
INFO	lowercase_definition	OAE:0000843	IAO:0000115	a cardiac disorder AE that has an outcome of treatment involving the stenotic coronary arteries in the heart
INFO	lowercase_definition	OAE:0000844	IAO:0000115	a coronary artery disorder AE that has an outcome of an blockage in the coronary artery
INFO	lowercase_definition	OAE:0000845	IAO:0000115	a coronary artery disorder AE that has an outcome of an insufficient amount of blood circulates through the coronary arteries
INFO	lowercase_definition	OAE:0000846	IAO:0000115	a tumor AE that has an outcome of a brain tumor derived from the embryonic tissue of the pituitary gland
INFO	lowercase_definition	OAE:0000847	IAO:0000115	a c-reactive protein level abnormal AE that has an outcome of an increased amount of CRP, a protein that measure general levels of inflammation in the body
INFO	lowercase_definition	OAE:0000849	IAO:0000115	a nervous system AE that has an outcome of increased pressure in the skull
INFO	lowercase_definition	OAE:0000850	IAO:0000115	a urine analysis result abnormal AE that has an outcome of high bacterial colonization counts in the urine
INFO	lowercase_definition	OAE:0000851	IAO:0000115	an inflammation AE that has an outcome of inflamed blood vessels in the skin
INFO	lowercase_definition	OAE:0000852	IAO:0000115	a urinary system AE that has an outcome of cystitis with severe hemorrhage, a dose-limiting toxic condition with administration of ifosfamide and cyclophosphamide or a complication of bone marrow transplantation
INFO	lowercase_definition	OAE:0000853	IAO:0000115	a genetic disorder AE that has an outcome of an atypical number of chromosomes or a structural abnormality in one or more chromosomes
INFO	lowercase_definition	OAE:0000854	IAO:0000115	an inflammation AE that has an outcome of release of cytokines by T cells that causes inflammation
INFO	lowercase_definition	OAE:0000855	IAO:0000115	a liver/biliary system AE that has an outcome of liver cells carrying excess water, causing inflammation along with hepatitis
INFO	lowercase_definition	OAE:0000856	IAO:0000115	an inflammation AE that results in the inflammation of the colon
INFO	lowercase_definition	OAE:0000857	IAO:0000115	a viral infection AE that is caused by cytomegalovirus
INFO	lowercase_definition	OAE:0000858	IAO:0000115	a skin AE that has an outcome of shedding of the dead skin cells from the scalp
INFO	lowercase_definition	OAE:0000859	IAO:0000115	a surgery that performs a medical removal of dead, damaged, or infected tissue to improve the healing potential of the remaining healthy tissue
INFO	lowercase_definition	OAE:0000860	IAO:0000115	a skin ulcer AE that has an outcome of localized injuries to the skin and/or underlying tissue usually over a bony prominence as a result of pressure
INFO	lowercase_definition	OAE:0000861	IAO:0000115	a venous thrombosis that is characterized by a blood clot that forms in a vein deep in the body. Blood clots occur when blood thickens and clumps together. Most deep vein blood clots occur in the lower leg or thigh. They also can occur in other parts of the body.
INFO	lowercase_definition	OAE:0000862	IAO:0000115	a psychiatric disorder AE that results in a decline in level of cognitive function
INFO	lowercase_definition	OAE:0000863	IAO:0000115	a tooth disorder AE that has an outcome of bacterial infection that causes demineralization and destruction of the hard tissues, resulting in dental cavities
INFO	lowercase_definition	OAE:0000864	IAO:0000115	a sensory capability AE that results in a lower level of arousal than normal
INFO	lowercase_definition	OAE:0000865	IAO:0000115	a dermatitis ae that is characterized by the eruption of papules and pustules, typically on the face, scalp, upper chest and back.
INFO	lowercase_definition	OAE:0000866	IAO:0000115	a dermatitis ae that is characterized by an inflammatory skin disease with erythmea and scaling, that has an outcome of widespread scaling of the skin, often with itching, skin redness and hair loss
INFO	lowercase_definition	OAE:0000867	IAO:0000115	a muscle AE that has an outcome of muscle weakness, inflammation, skin rash and difficulty swallowing
INFO	lowercase_definition	OAE:0000868	IAO:0000115	a motor neuropathy AE that has an outcome of poor coordination
INFO	lowercase_definition	OAE:0000869	IAO:0000115	an injury and procedural complication AE that results in the dislocation of a device
INFO	lowercase_definition	OAE:0000870	IAO:0000115	an injury and procedural complication AE that results in the expulsion (vomiting) of medical device from body
INFO	lowercase_definition	OAE:0000871	IAO:0000115	an injury and procedural complication AE that results in an infection related to medical device
INFO	lowercase_definition	OAE:0000872	IAO:0000115	a coma AE which is induced by the condition that the patient has extremely high levels of sugar in the blood without ketones
INFO	lowercase_definition	OAE:0000873	IAO:0000115	a respiratory system AE that has an outcome of an abnormal hole in the diaphragm
INFO	lowercase_definition	OAE:0000874	IAO:0000115	a paralysis AE that has an outcome of a paralyzed diaphragm
INFO	lowercase_definition	OAE:0000875	IAO:0000115	a diarrhea AE that has an outcome of rectal bleeding and bloody diarrhea
INFO	lowercase_definition	OAE:0000876	IAO:0000115	a diarrhea AE that has an outcome of diarrhea is caused by infection
INFO	lowercase_definition	OAE:0000877	IAO:0000115	a cardiac disorder AE with an outcome of decline in performance of one or both ventricles of the heart during the time phase of diastole, when heart filling with incoming blood
INFO	lowercase_definition	OAE:0000878	IAO:0000115	a cardiac ventricular disorder AE that has an outcome of enlargement of a heart chamber that pumps blood away from the heart
INFO	lowercase_definition	OAE:0000879	IAO:0000115	an adverse event with an outcome of worsening of the disease
INFO	lowercase_definition	OAE:0000881	IAO:0000115	a sensory capability AE that results in the senses of time, direction, and recognition of people and places becoming difficult to distinguish
INFO	lowercase_definition	OAE:0000882	IAO:0000115	a hematopoietic system AE with an outcome of a serious disorder in which proteins that control blood clotting become abnormally active
INFO	lowercase_definition	OAE:0000883	IAO:0000115	a behavior and neurological AE that results in a loss of attention
INFO	lowercase_definition	OAE:0000884	IAO:0000115	a digestive system AE with an outcome of perforation of small sacs or pockets in the wall of the colon
INFO	lowercase_definition	OAE:0000885	IAO:0000115	a digestive system AE that has an outcome of infection and inflammation in the small, bulging sacs or pouches of the inner lining of the intestine
INFO	lowercase_definition	OAE:0000886	IAO:0000115	a hemorrhage AE that has an outcome of bleeding in the intestine due to diverticulitis
INFO	lowercase_definition	OAE:0000887	IAO:0000115	an adverse event that has an outcome of a decreased amount of the drug excreted by the body
INFO	lowercase_definition	OAE:0000888	IAO:0000115	an adverse drug event that results in the development of a dependence on the drug
INFO	lowercase_definition	OAE:0000889	IAO:0000115	a skin AE that has an outcome of a range of adverse drugs reactions of the skin, most commonly rashes resembling measles
INFO	lowercase_definition	OAE:0000890	IAO:0000115	a hypersensitivity AE that has an outcome of allergic reactions to certain drugs
INFO	lowercase_definition	OAE:0000891	IAO:0000115	a drug AE that has an outcome of lower threshold to the normal pharmacologic action of a drug
INFO	lowercase_definition	OAE:0000892	IAO:0000115	a headache AE that has an outcome of headaches due to drug withdrawal
INFO	lowercase_definition	OAE:0000893	IAO:0000115	an adverse event that results in symptoms that occur after the discontinuation of the use of a certain drug
INFO	lowercase_definition	OAE:0000894	IAO:0000115	a skin AE that is characterized by epidermis that lacks moisture, has an outcome of fine lines, scaling and itching
INFO	lowercase_definition	OAE:0000895	IAO:0000115	a duodenum AE that has an outcome of a peptic ulcer, or a defect in the lining of the stomach or the first part of the small intestine, located in the duodenum
INFO	lowercase_definition	OAE:0000896	IAO:0000115	a duodenal ulcer AE with an outcome of bleeding in an ulcer, or a defect, in the lining of the stomach or first part of the small intestine called the duodenum
INFO	lowercase_definition	OAE:0000897	IAO:0000115	a duodenal ulcer AE that has an outcome of perforation, or complete penetration, of an ulcer located in an area of the small intestine called the duodenum
INFO	lowercase_definition	OAE:0000898	IAO:0000115	a speech disorder that results in a motor speech disorder
INFO	lowercase_definition	OAE:0000899	IAO:0000115	a behavioral and neurological AE that results in difficulty reading (mixing up letters)
INFO	lowercase_definition	OAE:0000900	IAO:0000115	a speech disorder AE that results in disorders of voice
INFO	lowercase_definition	OAE:0000901	IAO:0000115	a dyspnoea AE that has an outcome of shortness of breath during exercise, produces a sensation of not being able to get enough air
INFO	lowercase_definition	OAE:0000903	IAO:0000115	a gustatory system AE which has an outcome of abrnormal or disturbed eating habits
INFO	lowercase_definition	OAE:0000904	IAO:0000115	a female reproductive system AE that results in an ectopic pregnancy that occurs along with the use of an IUD
INFO	lowercase_definition	OAE:0000905	IAO:0000115	a skin AE that has an outcome of a long term skin disorder that involves scaly and itchy rashes
INFO	lowercase_definition	OAE:0000906	IAO:0000115	an abnormal fluid regulation AE that has an outcome of escape of a fluid into a part
INFO	lowercase_definition	OAE:0000907	IAO:0000115	a male reproductive system AE that has an outcome of a delay of ejaculation
INFO	lowercase_definition	OAE:0000908	IAO:0000115	a left ventricular dysfunction AE that has an outcome of decreased percentage of blood leaving the heart each time it contracts
INFO	lowercase_definition	OAE:0000909	IAO:0000115	a cardiac function test abnormal AE that has an outcome of abnormal electrical activity in the heart
INFO	lowercase_definition	OAE:0000910	IAO:0000115	an electrocardiogram result abnormal AE that has an outcome of an abnormal depolarization of the right and left ventricles of the heart that is detected on an electrocardiogram test
INFO	lowercase_definition	OAE:0000911	IAO:0000115	an electrocardiogram result abnormal AE that has an outcome of a prolonged time between the start of the Q wave and the end of the T wave in the heart's electrical cycle; a biomarker for ventricular tachyarrhythmias
INFO	lowercase_definition	OAE:0000912	IAO:0000115	an electrocardiogram result abnormal AE in which the T wave appears increased in amplitude and cresting at a point
INFO	lowercase_definition	OAE:0000913	IAO:0000115	a homeostasis AE that has an outcome of abnormalities in electrolytes (sodium, potassium, calcium)
INFO	lowercase_definition	OAE:0000914	IAO:0000115	a psychiatric disorder AE that results in an abnormal expression of emotions
INFO	lowercase_definition	OAE:0000915	IAO:0000115	an inflammation AE that occurs in the inside lining of the heart chambers and heart valves
INFO	lowercase_definition	OAE:0000916	IAO:0000115	a digestive system AE with an outcome of inflammation in the intestine, especially the small intestine
INFO	lowercase_definition	OAE:0000917	IAO:0000115	a digestive system AE that has an outcome of disease in the digestive tract caused by infection
INFO	lowercase_definition	OAE:0000918	IAO:0000115	an infection AE that has an infectious process involving the small and large intestines.
INFO	lowercase_definition	OAE:0000919	IAO:0000115	an eosinophil count abnormal AE that has an outcome of an increased amount of eosinophils, a type of white blood cell that becomes active with allergic diseases and infections
INFO	lowercase_definition	OAE:0000920	IAO:0000115	a hematopoietic system AE that has an outcome of higher than normal levels of eosinophils, a type of white blood cell
INFO	lowercase_definition	OAE:0000921	IAO:0000115	a male reproductive system AE that results in the inability to develop/maintain an erection of penis
INFO	lowercase_definition	OAE:0000922	IAO:0000115	a skin AE that has an outcome of an infection caused by a Streptococcus bacteria that causes blisters, fever and skin lesion and sores
INFO	lowercase_definition	OAE:0000923	IAO:0000115	a psoriasis AE that has an outcome of psoriasis that affects all sites on the body
INFO	lowercase_definition	OAE:0000924	IAO:0000115	a bacterial infection AE with an outcome of invasion by Escherichia coli bacteria, commonly found in the lower intestine and can cause serious food poisoning, but can also be found in various parts of body
INFO	lowercase_definition	OAE:0000925	IAO:0000115	a microbiology and serology investigation result abnormal AE that has an outcome of a positive escherichia test
INFO	lowercase_definition	OAE:0000926	IAO:0000115	an urinary tract infection AE that has an outcome of infection caused by E. coli bacteria
INFO	lowercase_definition	OAE:0000927	IAO:0000115	a connective tissue AE that has an outcome of excess perfused, fibrous connective tissue that replaces a fibrin clot in healing wounds.
INFO	lowercase_definition	OAE:0000928	IAO:0000115	a rash AE that has an outcome of erythema, desquamation, scaling, itching of the skin and loss of hair
INFO	lowercase_definition	OAE:0000929	IAO:0000115	a congenital abnormality that results in a weakness of the baby's abdominal wall where the umbilical cord joins it. This weakness allows the abdominal contents to protrude outside the abdominal cavity
INFO	lowercase_definition	OAE:0000930	IAO:0000115	an injury and procedural complication AE that results in the patient being exposed to a contaminated device
INFO	lowercase_definition	OAE:0000931	IAO:0000115	a procedural complication AE that results in the patient being exposed to a toxic agent
INFO	lowercase_definition	OAE:0000932	IAO:0000115	an abscess AE that results in a collection of pus between a person's skull and dura
INFO	lowercase_definition	OAE:0000933	IAO:0000115	a paresis AE that results in a partial loss of voluntary movement in their extraocular muscles
INFO	lowercase_definition	OAE:0000935	IAO:0000115	a hemorrhage AE that has an outcome of hemorrhage occuring in the blood vessels in the eye
INFO	lowercase_definition	OAE:0000936	IAO:0000115	a eye disorder AE that has an outcome of swelling in the tissues around the eyes, called the orbits, caused by fluid buildup
INFO	lowercase_definition	OAE:0000937	IAO:0000115	an eye edema AE that has an outcome of swelling in either or both the lower and upper eyelids, due to fluid buildup or inflammation in the delicate tissues surrounding the eye.
INFO	lowercase_definition	OAE:0000939	IAO:0000115	a behavior and neurological AE that has an outcome of patient falling
INFO	lowercase_definition	OAE:0000940	IAO:0000115	a behavior and neurological AE that results in the extreme fear of needles
INFO	lowercase_definition	OAE:0000941	IAO:0000115	a hematopoietic system AE that has an outcome of inadequate blood cell formation by bone marrow accompanied by a fever
INFO	lowercase_definition	OAE:0000942	IAO:0000115	a fever AE that has an outcome of an infection along/because of a fever
INFO	lowercase_definition	OAE:0000943	IAO:0000115	a neutropenia AE, generally a complication of chemotherapy, that has an outcome of an abnormally low neutrophil granulocyte count, accompanied by fever
INFO	lowercase_definition	OAE:0000944	IAO:0000115	an injury and procedural complication AE that has an outcome of an complication due to the use of enteral feeding tube
INFO	lowercase_definition	OAE:0000945	IAO:0000115	a sensory capabilty AE that results in the patient feeling different than normal after a medical intervention such as taking drug
INFO	lowercase_definition	OAE:0000948	IAO:0000115	a fistula AE that has an outcome of discharge that occurs as the result of the connection between two body cavities
INFO	lowercase_definition	OAE:0000949	IAO:0000115	an abnormal fluid regulation AE with an outcome of decrease in ingestion of water or other fluids
INFO	lowercase_definition	OAE:0000950	IAO:0000115	a hematopoietic system AE that has an outcome of too much fluid in the blood, can occur due to increase in total body sodium
INFO	lowercase_definition	OAE:0000951	IAO:0000115	a hyperplasia AE that has an outcome of a benign tumor in the liver
INFO	lowercase_definition	OAE:0000952	IAO:0000115	a congenital abnormality disorder AE that has an outcome of a decreased heart rate in a fetus
INFO	lowercase_definition	OAE:0000954	IAO:0000115	a respiratory system AE that has an outcome of a decreased volume of air expired from the lungs
INFO	lowercase_definition	OAE:0000956	IAO:0000115	a bone disorder AE that has an outcome of complete or incomplete break in a bone resulting from the application of excessive force
INFO	lowercase_definition	OAE:0000957	IAO:0000115	a full blood count abnormal AE that has an outcome of a decrease in full blood cell count
INFO	lowercase_definition	OAE:0000958	IAO:0000115	a digestive system AE that has an outcome of inflammation in the esophagus due to fungus
INFO	lowercase_definition	OAE:0000959	IAO:0000115	a digestive system AE that has an outcome of an abnormal enlargement in the size of the gallbladder
INFO	lowercase_definition	OAE:0000960	IAO:0000115	a digestive system AE that has an outcome of an abnormal hole in the patient's gallbladder
INFO	lowercase_definition	OAE:0000961	IAO:0000115	a digestive system AE that has an outcome of an abnormal growth (accumulation of mucous membrane tissue) in the gallbladder
INFO	lowercase_definition	OAE:0000962	IAO:0000115	an arrhythmia AE that results in an abnormal heart sound
INFO	lowercase_definition	OAE:0000963	IAO:0000115	a liver related investigation result abnormal AE that has an outcome of an abnormal level of gamma-glutamyltransferase (GGT); GGT is involved in the transfer of amino acids across the cellular membrane
INFO	lowercase_definition	OAE:0000964	IAO:0000115	a gamma-glutamyltransferase level abnormal AE that has an outcome of an increase in gamma-glutamyltransferase enzyme presence in the liver
INFO	lowercase_definition	OAE:0000965	IAO:0000115	a gastric disorder AE that has an outcome of cancer that starts in the stomach
INFO	lowercase_definition	OAE:0000966	IAO:0000115	a tumor AE that has an outcome of cancer in the stomach
INFO	lowercase_definition	OAE:0000967	IAO:0000115	a gastric disorder AE that has an outcome of a defect in the lining of the stomach
INFO	lowercase_definition	OAE:0000968	IAO:0000115	a gastric disorder AE that has an outcome of inflammation in the lining of the stomach
INFO	lowercase_definition	OAE:0000969	IAO:0000115	a gastritis AE that has an outcome of inflammation in the stomach mucosa
INFO	lowercase_definition	OAE:0000970	IAO:0000115	a gastritis AE that has an outcome of gastric mucosal erosion caused by damage to mucosal defences
INFO	lowercase_definition	OAE:0000971	IAO:0000115	ischemic colitis AE is a gastrointestinal disorder AE that results in injury and inflammation of the large intestine due to inadequate blood supply.
INFO	lowercase_definition	OAE:0000972	IAO:0000115	a gastroenteritis AE that has an outcome of disease caused by the norovirus
INFO	lowercase_definition	OAE:0000973	IAO:0000115	a gastroenteritis AE that has an outcome of disease due to radiation
INFO	lowercase_definition	OAE:0000974	IAO:0000115	a digestive system AE that results in mucosal damage caused by acid from stomach coming up to the esophagus
INFO	lowercase_definition	OAE:0000975	IAO:0000115	a gastrointestinal disorder AE with an outcome of infection in the digestive tract caused by bacteria, viruses or parasites
INFO	lowercase_definition	OAE:0000976	IAO:0000115	a gastrointestinal disoder  AE that has an outcome of an injury in the gastrointestinal area
INFO	lowercase_definition	OAE:0000977	IAO:0000115	a gastrointestinal disoder AE that has an outcome of premature death in cells of living tissue in the stomach and intestines
INFO	lowercase_definition	OAE:0000978	IAO:0000115	an adverse event induced by administration of a bupropion drug
INFO	lowercase_definition	OAE:0000979	IAO:0000115	a gastrointestinal disorder AE that results in a hole in the wall of the esophagus, stomch, small intestine, large bowel, rectum or gallbladder
INFO	lowercase_definition	OAE:0000980	IAO:0000115	a tumor AE that has an outcome of a tumor in the gastrointestinal tract, thought to grow from specialized cells found in the tract called interstitial cells of Cajal
INFO	lowercase_definition	OAE:0000981	IAO:0000115	a gastrointestinal disorder AE that has an outcome of poison affecting the stomach and/or intestinal tracts, often accompanied by abdominal pain, diarrhea and vomiting
INFO	lowercase_definition	OAE:0000982	IAO:0000115	a cytogenetic investigation result abnormal AE that has an outcome of a positive test for gene mutation, deletions and duplications that could indicate large disease risk
INFO	lowercase_definition	OAE:0000983	IAO:0000115	a systematic adverse event that has an outcome of worsening of physical health
INFO	lowercase_definition	OAE:0000984	IAO:0000115	an edema AE that has an outcome of edema where causes of edema are generalized to the whole body, can cause edema in multiple organs and peripherally
INFO	lowercase_definition	OAE:0000985	IAO:0000115	a skin ulcer AE that results in an ulcer in the genital area usually resulting from an STD
INFO	lowercase_definition	OAE:0000986	IAO:0000115	an abscess AE that has an outcome of a gum-line of the teeth due to pus-filled sacs
INFO	lowercase_definition	OAE:0000987	IAO:0000115	a digestive system AE that has an outcome of abnormally enlarged, bulging or protruding gums
INFO	lowercase_definition	OAE:0000988	IAO:0000115	a kidney disorder AE that has an outcome of a decreased rate per minute at which the blood passes through the glomeruli or the filters in the kidneys
INFO	lowercase_definition	OAE:0000989	IAO:0000115	a digestive system AE that has an outcome of a burning or tingling sensation on the lips, tongue or entire mouth
INFO	lowercase_definition	OAE:0000990	IAO:0000115	a glycosylated hemoglobin level abnormal AE that has an outcome of decreased levels of glycosylated hemoglobin in the blood
INFO	lowercase_definition	OAE:0000991	IAO:0000115	a hypothesis textual entity that represents a belief in likelihood of causal connection between process 1 and process 2.
INFO	lowercase_definition	OAE:0000992	IAO:0000115	an infection AE that results in a graft infection
INFO	lowercase_definition	OAE:0000993	IAO:0000115	a sensorimotor painful neuropathy AE which has an outcome of distal sensory neuropathy characterized by damage to sensory and motor nerves
INFO	lowercase_definition	OAE:0000994	IAO:0000115	a microbiology and serology investigation result abnormal AE that has an outcome of detection of gram-positive bacteria
INFO	lowercase_definition	OAE:0000995	IAO:0000115	a nervous system AE that results in a generalized seizure that affects the entire brain
INFO	lowercase_definition	OAE:0000996	IAO:0000115	a granulocyte count abnormal AE that has an outcome of compromise to the immune system where the number of neutrophil granulocytes, a type of white blood cell, is lower than the normal range of ~1700 per microliter.
INFO	lowercase_definition	OAE:0000997	IAO:0000115	a belief in likelihood of causal connection between two processes  that represents a belief in likelihood of causal connection between medical intervention m and adverse event e.
INFO	lowercase_definition	OAE:0000998	IAO:0000115	a hematopoietic system AE that has an outcome of a marked decrease in number of granulocytes, a type of white blood cell filled with microscopic granules that are little sacs containing enzymes that digest microorganisms
INFO	lowercase_definition	OAE:0000999	IAO:0000115	a psorisis AE that has an outcome of psoriasis that appears on the back and extremities of the patients
INFO	lowercase_definition	OAE:0001000	IAO:0000115	a disposition that represents the likelihood of the occurrence of an adverse event after a medical intervention.
INFO	lowercase_definition	OAE:0001001	IAO:0000115	a male reproductive system AE that has an outcome of abnormal development of large mammary glands in males resulting in breast enlargement
INFO	lowercase_definition	OAE:0001002	IAO:0000115	an information content entity that represents evidence for indicating the causal association between an adverse event and a medical intervention.
INFO	lowercase_definition	OAE:0001003	IAO:0000115	a vomiting AE that results in the vomiting of blood
INFO	lowercase_definition	OAE:0001004	IAO:0000115	a digestive system AE that has an outcome of the passage of bloody stools
INFO	lowercase_definition	OAE:0001005	IAO:0000115	a hematocrit abnormal AE with an outcome of decreased volume percentage of red blood cells in blood
INFO	lowercase_definition	OAE:0001006	IAO:0000115	an infection AE that has an outcome of infection in a hematoma
INFO	lowercase_definition	OAE:0001007	IAO:0000115	a hematopoietic system AE that has an outcome of toxins that destroy red blood cells, disrupt blood clotting, and/or cause organ degeneration and generalized tissue damage
INFO	lowercase_definition	OAE:0001009	IAO:0000115	a red blood cell profile abnormal AE that has an outcome of an abnormal count of hemoglobin, or iron-containing oxygen-transport metalloprotein in red blood cells
INFO	lowercase_definition	OAE:0001010	IAO:0000115	a vaccination that uses an influenza vaccine
INFO	lowercase_definition	OAE:0001011	IAO:0000115	an adverse effect that occurs after a drug administration: an appreciably harmful or unpleasant reaction resulting from an intervention related to the use of a medicinal product
INFO	lowercase_definition	OAE:0001012	IAO:0000115	a hematopoietic system AE that has an outcome of hemolytic anemia, acute kidney failure and a low platelet count
INFO	lowercase_definition	OAE:0001015	IAO:0000115	a female reproductive system AE that results in a 'blood cyst' where the walls of ovarian cysts are lined with blood vessels, which when rupture fill the cyst with blood.
INFO	lowercase_definition	OAE:0001016	IAO:0000115	a surgery that removes hemorroids
INFO	lowercase_definition	OAE:0001017	IAO:0000115	an information content entity that represents the outcome of the evidences used for seeking the causal association between an adverse event and a medical intervention.
INFO	lowercase_definition	OAE:0001018	IAO:0000115	a digestive system AE that has an outcome of bleeding in hemorrhoids, vascular structures in the anal canal which help with stool control
INFO	lowercase_definition	OAE:0001019	IAO:0000115	a digestive system AE that has an outcome of painful, swollen veins in the lower portion of the rectum or anus
INFO	lowercase_definition	OAE:0001020	IAO:0000115	a lung disorder AE that has an outcome of a collection of blood in the space between the chest wall and the lung
INFO	lowercase_definition	OAE:0001021	IAO:0000115	a hair AE that has an outcome of abnormal growth of facial or body hair
INFO	lowercase_definition	OAE:0001022	IAO:0000115	an information content entity that represents a score or probability that an adverse event is likely caused (induced) by a medical intervention.
INFO	lowercase_definition	OAE:0001023	IAO:0000115	a hemoglobin level abnormal AE with an outcome of decrease in amount of iron-containing oxygen-transport metalloprotein in the red blood cells
INFO	lowercase_definition	OAE:0001024	IAO:0000115	a liver/biliary system AE that has an outcome of a chronic degenerative disease in which normal liver cells are damaged and then replaced by scar tissue
INFO	lowercase_definition	OAE:0001025	IAO:0000115	a lab test abnormal AE that has an outcome of an increase in amount of hepatic enzyme in body, a liver/biliary system AE that has an outcome of elevated levels of liver enzymes, commonly ALT and AST, may indicate inflammation or damage to liver cells
INFO	lowercase_definition	OAE:0001026	IAO:0000115	a liver/biliary system AE that has an outcome of the inability of the liver to perform its normal synthetic and metabolic function
INFO	lowercase_definition	OAE:0001027	IAO:0000115	a liver/biliary system AE that results in incorrect blood flow to liver
